,Year,Selling Price,Kilometer_Driven,Fuel Type,Seller Type,Transmission,Owner,Brand Name,Model Name
11483,2010,240000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VXi
11484,2017,220000,60000,Petrol,Individual,Manual,First Owner,Datsun,RediGO 1.0 S
11485,2016,350000,30000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XM
11486,2018,675000,40000,Diesel,Individual,Manual,First Owner,Honda,Amaze VX i-DTEC
11487,2016,434999,50000,Petrol,Individual,Manual,Second Owner,Toyota,Etios Cross 1.2L G
11488,2006,125000,200000,Petrol,Individual,Automatic,Third Owner,Honda,CR-V 2.0L 2WD AT
11489,2016,400000,14000,Petrol,Individual,Manual,Second Owner,Mahindra,KUV 100 mFALCON G80 K6 AW
11490,2015,425000,70000,Diesel,Individual,Manual,First Owner,Chevrolet,Tavera Neo 3 9 Str BSIII
11491,2010,311000,94000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz Genus VDi
11492,2015,509999,197000,Diesel,Individual,Manual,First Owner,Chevrolet,Tavera Neo 3 10 Seats BSIII
11493,2015,530000,79000,Diesel,Individual,Manual,Second Owner,Ford,Figo 1.5D Trend MT
11494,2008,210000,120000,Diesel,Individual,Manual,Second Owner,Skoda,Octavia Rider 1.9 AT TDI
11495,2019,977000,30000,Diesel,Individual,Manual,First Owner,Mahindra,Marazzo M2 8Str BSIV
11496,2018,440000,20000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
11497,2018,440000,17000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
11498,2018,655000,20000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Spotz
11499,2016,295000,60000,Petrol,Individual,Manual,First Owner,Renault,KWID RXT Optional
11500,2018,655000,20000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Spotz
11501,2007,65000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,Getz 1.1 GLE
11502,2017,1200000,150000,Diesel,Individual,Manual,First Owner,Tata,Hexa XT
11503,2017,1251000,35000,Diesel,Individual,Manual,First Owner,Tata,Hexa XM
11504,2010,200000,60000,Diesel,Individual,Manual,First Owner,Tata,Indigo CS eLX BS IV
11505,2016,750000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Active 1.4 SX with AVN
11506,2018,400000,60000,CNG,Individual,Manual,First Owner,Maruti,Wagon R LXI CNG
11507,2017,475000,57000,Petrol,Individual,Manual,First Owner,Honda,Amaze E i-VTEC
11508,2012,110000,120000,Diesel,Individual,Manual,Second Owner,Tata,Indigo VS
11509,2017,350000,30000,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT 02 Anniversary Edition
11510,2016,450000,175000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire Tour LDI
11511,2010,150000,90000,Diesel,Individual,Manual,First Owner,Tata,Indigo LX
11512,2009,80000,110000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DLS
11513,2015,430000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 Magna 1.2
11514,2017,1450000,81000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 ZX MT BSIV
11515,2011,360000,100000,Diesel,Individual,Manual,First Owner,Chevrolet,Cruze LTZ
11516,2017,1445000,60000,Diesel,Individual,Automatic,First Owner,Tata,Hexa XTA
11517,2016,670000,60000,Diesel,Individual,Manual,First Owner,Honda,City i DTec S
11518,2016,2000000,70000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,GLA Class 200
11519,2010,175000,83000,Petrol,Individual,Manual,Second Owner,Maruti,Swift 1.3 VXi
11520,2015,440000,50000,Diesel,Individual,Manual,First Owner,Honda,Amaze S i-Dtech
11521,2012,254999,90000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 CRDi Era
11522,2018,530000,65000,Petrol,Individual,Manual,First Owner,Datsun,GO Plus A Option Petrol
11523,2016,890000,40000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W4 1.99 mHawk
11524,2013,280000,80000,Diesel,Individual,Manual,Second Owner,Volkswagen,Polo Diesel Comfortline 1.2L
11525,2017,725000,35000,Petrol,Individual,Automatic,First Owner,Maruti,Swift Dzire AMT ZXI
11526,2016,700000,30000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T8
11527,2007,90000,70000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LXI BSIII
11528,2015,287000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.1L
11529,2018,1380000,55000,Petrol,Individual,Automatic,First Owner,Hyundai,Creta 1.6 SX Automatic
11530,2013,750000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
11531,2016,650000,40000,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.4 VTVT
11532,2013,240000,108916,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI BS IV
11533,2013,290000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Magna Optional
11534,2014,229999,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
11535,2016,1000000,50000,Diesel,Individual,Manual,Second Owner,Honda,City i DTec VX
11536,2012,200000,90000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GL Plus
11537,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Alto LX
11538,2012,330000,90000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 CRDi Asta
11539,2009,200000,70000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDi ABS
11540,2018,420000,31000,Diesel,Individual,Manual,First Owner,Mahindra,KUV 100 D75 K4 Plus
11541,2009,260000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDi
11542,2016,590000,40000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Sportz 1.2
11543,2015,545000,180000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
11544,2011,210000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI BS IV
11545,2008,185000,110000,Petrol,Individual,Manual,Second Owner,Honda,City 2017-2020 GXi
11546,2006,125000,59000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI
11547,2014,280000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Magna Plus
11548,2005,99000,89500,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XO
11549,2005,98000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI
11550,2009,100000,190000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Aqua 1.4 TDI
11551,2013,250000,180000,Diesel,Individual,Manual,First Owner,Mahindra,Verito Vibe 1.5 dCi D4
11552,2010,750000,150000,Diesel,Individual,Manual,Second Owner,Toyota,Fortuner 3.0 Diesel
11553,2007,160000,130000,Diesel,Individual,Manual,Second Owner,Chevrolet,Optra Magnum 2.0 LS
11554,2013,509999,120000,Diesel,Individual,Automatic,Second Owner,Hyundai,Verna 1.6 CRDi EX AT
11555,2009,95000,80000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DL
11556,2014,525000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX CRDi (O)
11557,2017,278000,20000,Petrol,Individual,Manual,First Owner,Datsun,RediGO 1.0 T Option
11558,1997,50000,60000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC
11559,2011,254999,120000,Diesel,Individual,Manual,Third Owner,Volkswagen,Polo Diesel Highline 1.2L
11560,2019,675000,10000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXI 1.2
11561,2016,600000,147000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
11562,2018,950000,51000,Diesel,Individual,Manual,First Owner,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH
11563,2007,229999,60000,Petrol,Individual,Manual,Third Owner,Honda,City 2017-2020 GXi
11564,2009,600000,220000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G4 Diesel 8-seater
11565,2017,330000,20000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI Optional
11566,2017,350000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11567,2016,560000,35000,Petrol,Individual,Manual,First Owner,Volkswagen,Polo 1.2 MPI Comfortline
11568,2017,440000,30000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
11569,2011,220000,90000,Petrol,Individual,Manual,Second Owner,Maruti,A-Star Vxi
11570,2017,750000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire ZDI
11571,2015,800000,140000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W6 2WD
11572,2007,59259,104000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DLX
11573,2018,740000,9000,Petrol,Individual,Automatic,First Owner,Maruti,Baleno Zeta Automatic
11574,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,Maruti,Ignis 1.2 AMT Zeta BSIV
11575,2017,430000,20000,Petrol,Individual,Automatic,First Owner,Maruti,Wagon R AMT VXI
11576,2016,800000,70000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus Dual Tone
11577,2015,450000,53000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Sportz
11578,2013,420000,105000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
11579,2015,750000,16000,Diesel,Individual,Manual,First Owner,Mahindra,Thar DI 4X4 PS
11580,2019,780000,7200,Petrol,Individual,Manual,First Owner,Maruti,Baleno RS 1.0 Petrol
11581,2011,320000,77000,Diesel,Individual,Manual,Second Owner,Volkswagen,Polo Diesel Comfortline 1.2L
11582,2017,690000,40000,Diesel,Individual,Manual,First Owner,Mahindra,KUV 100 D75 K8 Dual Tone
11583,2012,375000,70000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire ZDi
11584,2017,620000,50000,Petrol,Individual,Manual,First Owner,Ford,Figo 1.2P Sports Edition MT
11585,2015,300000,85000,LPG,Individual,Manual,First Owner,Hyundai,Santro Xing GL Plus LPG
11586,2016,370000,58000,Petrol,Individual,Manual,Second Owner,Maruti,Eeco 7 Seater Standard BSIV
11587,2013,770000,85000,Diesel,Individual,Manual,First Owner,Mahindra,Thar 4X4
11588,2014,500000,65000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa S Option
11589,2017,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra,KUV 100 mFALCON D75 K2
11590,2013,195000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GL Plus
11591,2018,472000,30000,Petrol,Individual,Automatic,First Owner,Maruti,Wagon R AMT VXI Option
11592,2014,250000,58000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 VXI
11593,2011,165000,70000,Diesel,Individual,Manual,Second Owner,Chevrolet,Beat Diesel
11594,2018,525000,110000,Diesel,Individual,Manual,Second Owner,Tata,Zest Quadrajet 1.3 XT
11595,2003,145000,65000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R LXI
11596,2013,325000,100000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Quadrajet 90 VX
11597,2017,660000,60000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero Power Plus ZLX
11598,2014,310000,90000,Diesel,Individual,Manual,Second Owner,Ford,Classic 1.4 Duratorq CLXI
11599,2008,250000,200000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero SLX 4WD BSIII
11600,2014,330000,100000,Diesel,Individual,Manual,Second Owner,Ford,Classic 1.4 Duratorq CLXI
11601,2012,250000,80000,Diesel,Individual,Manual,Second Owner,Ford,Figo Diesel Titanium
11602,2017,650000,60000,Diesel,Individual,Automatic,First Owner,Mahindra,NuvoSport N8 AMT
11603,2016,305000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11604,2015,600000,50000,Diesel,Individual,Manual,First Owner,Maruti,Ciaz VDi Plus
11605,2015,280000,110000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI Optional
11606,2011,153000,50000,Diesel,Individual,Manual,Second Owner,Tata,Indigo CR4
11607,2018,700000,30000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 mHAWK100 T8
11608,2017,325000,40000,Petrol,Individual,Manual,First Owner,Renault,KWID RXL
11609,2016,305000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11610,2006,155000,70000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC
11611,2012,235000,80000,Petrol,Individual,Manual,Third Owner,Maruti,Alto K10 2010-2014 VXI
11612,2005,60000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Tata,Indica DLS
11613,2016,500000,15000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Optional
11614,2004,120000,150000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero DI
11615,2009,155000,63000,Petrol,Individual,Manual,Third Owner,Maruti,Estilo LXI
11616,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,Skoda,Rapid 1.5 TDI AT Style Plus
11617,2014,950000,80000,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV
11618,2018,1051000,59865,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W5 BSIV
11619,2016,591000,60000,Diesel,Dealer,Manual,First Owner,Volkswagen,Polo 2015-2019 GT 1.5 TDI
11620,2015,585000,72000,Diesel,Dealer,Manual,First Owner,Hyundai,i20 Asta 1.4 CRDi
11621,2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,Honda,City i-VTEC CVT ZX
11622,2014,450000,53190,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI
11623,2014,484999,70100,Diesel,Dealer,Manual,First Owner,Hyundai,i20 2015-2017 Sportz 1.4 CRDi
11624,2018,650000,47725,Diesel,Dealer,Manual,First Owner,Honda,Jazz 1.5 S i DTEC
11625,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,Maruti,Swift Dzire VDI
11626,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,Ford,Figo Diesel EXI
11627,2019,1000000,17000,Diesel,Dealer,Manual,First Owner,Mahindra,Marazzo M2 8Str BSIV
11628,2013,650000,64000,Diesel,Dealer,Automatic,First Owner,Hyundai,Elantra CRDi SX Option AT
11629,2014,190000,74321,Diesel,Dealer,Manual,First Owner,Chevrolet,Beat Diesel LS
11630,2013,409999,80235,Diesel,Dealer,Manual,Second Owner,Maruti,Swift Dzire ZDI
11631,2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,Hyundai,Creta 1.6 CRDi AT SX Plus
11632,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,Volkswagen,Vento 1.5 TDI Highline Plus AT
11633,2015,650000,57000,Diesel,Dealer,Manual,First Owner,Maruti,SX4 S Cross 2015-2017 DDiS 200 Alpha
11634,2017,750000,89000,Diesel,Dealer,Manual,First Owner,Skoda,Rapid 1.5 TDI Ambition Plus
11635,2012,799000,61100,Diesel,Dealer,Automatic,First Owner,Volkswagen,Passat Highline DSG S (Spl. Edition)
11636,2010,355000,116000,Diesel,Individual,Manual,First Owner,Skoda,Octavia Ambiente 1.9 TDI
11637,2015,600000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 CRDi S Option
11638,2018,685000,26000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
11639,2018,509999,100000,Diesel,Individual,Manual,First Owner,Maruti,Swift LDI
11640,2012,150000,82300,CNG,Individual,Manual,Second Owner,Maruti,Alto Green LXi (CNG)
11641,2017,650000,82050,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire Vdi BSIV
11642,2012,400000,74500,Diesel,Individual,Manual,First Owner,Toyota,Etios VD
11643,2012,675000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 4WD
11644,2018,319000,30000,Petrol,Individual,Automatic,First Owner,Renault,KWID AMT
11645,2019,640000,6000,Petrol,Individual,Manual,First Owner,Honda,Amaze S Petrol BSIV
11646,2017,650000,30000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Asta
11647,2015,650000,70000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga VDI
11648,2010,155000,70000,CNG,Individual,Manual,Second Owner,Maruti,Alto Green LXi (CNG)
11649,2015,650000,70000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga VDI
11650,2008,175000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift Ldi BSIII
11651,2014,375000,76000,Diesel,Individual,Manual,Third Owner,Hyundai,Grand i10 CRDi SportZ Edition
11652,2014,430000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Grand i10 CRDi Asta
11653,2008,65000,110000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DLS
11654,2009,150000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,Accent GLS
11655,2019,620000,13000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active S Petrol
11656,2013,250000,60000,Petrol,Individual,Manual,Second Owner,Ford,Classic 1.6 Duratec CLXI
11657,2011,275000,165000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDi
11658,2013,454000,120000,Diesel,Individual,Manual,Second Owner,Chevrolet,Tavera Neo 3 LS 10 Seats BSIII
11659,2017,600000,30000,Diesel,Individual,Manual,Second Owner,Mahindra,TUV 300 T4
11660,2011,400000,100000,Diesel,Individual,Manual,Second Owner,Volkswagen,Vento Diesel Comfortline
11661,2007,180000,187000,Diesel,Individual,Manual,Second Owner,Mahindra,Renault Logan 1.5 DLE Diesel
11662,2016,750000,70000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza VDi
11663,2016,500000,40000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Optional
11664,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,Audi,Q3 2.0 TDI Quattro Premium Plus
11665,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,Honda,Civic ZX Diesel BSIV
11666,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,BMW,X1 sDrive20d M Sport
11667,2019,840000,1500,Petrol,Individual,Automatic,First Owner,Honda,Jazz VX CVT
11668,2015,1000000,46000,Diesel,Individual,Manual,First Owner,Honda,Mobilio RS Option i DTEC
11669,2017,740000,24400,Diesel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3
11670,2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,Volkswagen,Vento 1.5 TDI Highline Plus AT BSIV
11671,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,Toyota,Innova Crysta 2.8 GX AT 8S BSIV
11672,2020,775000,2000,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 Nios Sportz
11673,2017,695000,34000,Diesel,Dealer,Manual,First Owner,Renault,Lodgy 85PS RxL
11674,2018,730000,31000,Petrol,Dealer,Automatic,First Owner,Hyundai,Elite i20 Asta Option CVT BSIV
11675,2016,1295000,46000,Diesel,Dealer,Automatic,Second Owner,Chevrolet,Trailblazer LTZ 4X2 AT
11676,2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,Isuzu,MU 7 AT Premium
11677,2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,GLC 220d 4MATIC
11678,2018,540000,7000,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Asta BSIV
11679,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,Maruti,Celerio ZXI Optional AMT BSIV
11680,2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,GL-Class 220d 4MATIC Sport
11681,2018,910000,20000,Diesel,Dealer,Manual,First Owner,Force,Gurkha Hard Top BS3 4WD
11682,2015,850000,59235,Diesel,Dealer,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
11683,2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,BMW,X4 M Sport X xDrive20d
11684,2014,520000,48000,Diesel,Individual,Manual,First Owner,Honda,Amaze S i-Dtech
11685,2018,650000,114000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo D4
11686,2011,430000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire LDi
11687,2013,360000,144000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
11688,2013,350000,144000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
11689,2016,791000,190000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus Dual Tone
11690,2015,950000,190000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
11691,2019,690000,20000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
11692,2017,860000,40000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi 1.6 EX
11693,2012,371000,100000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire Vdi BSIV
11694,2008,45000,60000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DLX TC
11695,2006,55000,201000,Diesel,Individual,Manual,First Owner,Ford,Fiesta 1.4 ZXi TDCi Limited Edition
11696,2011,240000,110000,Diesel,Individual,Manual,First Owner,Volkswagen,Vento Diesel Highline
11697,2014,495000,77215,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI BSIV
11698,2005,170000,50000,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.3 LXI
11699,2015,671000,48228,Petrol,Dealer,Manual,First Owner,Honda,Jazz 1.2 S i VTEC
11700,2017,693000,58559,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI Optional
11701,2010,352000,72179,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI BSIV
11702,2016,802999,50856,Diesel,Dealer,Manual,First Owner,Honda,City i DTec SV
11703,2017,890000,18300,Petrol,Individual,Manual,First Owner,Honda,City i VTEC VX
11704,2015,495000,59292,Diesel,Dealer,Manual,First Owner,Maruti,Swift LDI
11705,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,Maruti,Celerio ZXI Optional AMT BSIV
11706,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,Maruti,Baleno Zeta Automatic
11707,2017,925000,69000,Diesel,Dealer,Manual,First Owner,Honda,City i-DTEC ZX
11708,2019,1450000,10000,Diesel,Individual,Manual,First Owner,Mahindra,Marazzo M8
11709,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,Maruti,Swift AMT VDI
11710,2017,1789999,36000,Diesel,Dealer,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT 8S BSIV
11711,2017,620000,37000,Petrol,Dealer,Manual,First Owner,Maruti,Baleno Delta
11712,2016,375000,61173,Diesel,Dealer,Manual,First Owner,Maruti,Celerio VDi
11713,2016,595000,77321,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI BSIV W ABS
